日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻金額,返還金額
20260329,0017,01,阪神,日,1,ワイド,03―05,1000,―,―,0,0
20260329,0018,01,中山,日,1,単勝,07,500,―,―,0,0
20260329,0018,02,中山,日,1,ワイド,01―07,500,―,―,0,0
20260329,0019,01,中京,日,1,馬連,06―12,400,―,―,0,0
20260329,0019,02,中京,日,1,ワイド,06―12,600,―,―,0,0
20260329,0020,01,阪神,日,2,単勝,06,300,―,―,0,0
20260329,0020,02,阪神,日,2,馬連,03―06,500,的中03―06,210,1050,0
20260329,0021,01,中山,日,2,馬連,04―15,500,―,―,0,0
20260329,0021,02,中山,日,2,ワイド,04―15,500,―,―,0,0
20260329,0022,01,阪神,日,3,単勝,03,2000,―,―,0,0
20260329,0023,01,中京,日,2,単勝,10,300,―,―,0,0
20260329,0024,01,阪神,日,4,単勝,08,2000,―,―,0,0
20260329,0025,01,中山,日,4,単勝,13,300,―,―,0,0
20260329,0025,02,中山,日,4,単勝,02,500,―,―,0,0
20260329,0025,03,中山,日,4,馬連,02―13,200,―,―,0,0
20260329,0025,04,中山,日,4,ワイド,02―13,500,―,―,0,0
20260329,0026,01,中京,日,4,単勝,06,1000,返還06,―,0,1000
20260329,0027,01,阪神,日,5,単勝,05,300,的中05,310,930,0
20260329,0027,02,阪神,日,5,馬連,05―07,500,―,―,0,0
20260329,0028,01,中京,日,7,単勝,04,1000,―,―,0,0
20260329,0029,01,阪神,日,11,単勝,06,1000,的中06,280,2800,0
20260329,0030,01,阪神,日,10,単勝,03,1000,―,―,0,0
20260329,0031,01,中京,日,6,単勝,04,500,―,―,0,0
20260329,0031,02,中京,日,6,馬連,04―10,300,―,―,0,0
20260329,0031,03,中京,日,6,ワイド,04―10,700,―,―,0,0
20260329,0032,01,中京,日,9,単勝,10,1000,―,―,0,0
20260329,0033,01,中山,日,10,単勝,06,1000,―,―,0,0
20260329,0034,01,中京,日,10,ワイド,10―15,1000,―,―,0,0
20260329,0035,01,阪神,日,11,馬連,06―09,1000,―,―,0,0
20260329,0035,02,阪神,日,11,3連複フォーメーション,06／09／03；04；05；06；07；09；12,100／500,―,―,0,0
20260329,0035,03,阪神,日,11,3連単フォーメーション,06／09／03；04；05；06；07；09；12,100／500,―,―,0,0
20260329,0036,01,中山,日,11,馬単ＢＯＸ,04；06；07；09,200／2400,―,―,0,0
20260329,0036,02,中山,日,11,3連複フォーメーション,09／04；06；07／02；04；05；06；07；09；13,100／1200,―,―,0,0
20260329,0037,01,中京,日,11,ワイド,09―10,3100,―,―,0,0
20260329,0037,02,中京,日,11,3連複フォーメーション,09／01；10；13／01；08；09；10；11；12；13；15；17；18,100／2100,―,―,0,0
20260329,0037,03,中京,日,11,3連単フォーメーション,01；10；13／09／01；08；09；10；11；12；13；15；17；18,100／2400,―,―,0,0
20260329,0037,04,中京,日,11,3連単フォーメーション,09／01；10；13／01；08；09；10；11；12；13；15；17；18,100／2400,―,―,0,0
20260329,0038,01,阪神,日,12,単勝,08,2000,―,―,0,0
20260329,0038,02,阪神,日,12,3連複フォーメーション,08／05；15／04；05；08；10；13；15；16,200／1800,―,―,0,0
20260329,0038,03,阪神,日,12,3連単フォーメーション,08／05；08；10；13；15／05；08；10；13；15,100／1200,―,―,0,0
20260329,0039,01,中山,日,12,ワイド,07―09,900,―,―,0,0
,,合計,,,,,,41400,,,4780,1000
