日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻金額,返還金額
20260222,0016,01,小倉,日,11,単勝,13,200,―,―,0,0
20260222,0016,02,小倉,日,11,複勝,03,100,―,―,0,0
20260222,0016,03,小倉,日,11,馬連ＢＯＸ,02；03；11,100／300,―,―,0,0
20260222,0016,04,小倉,日,11,ワイドフォーメーション,13／02；03；06；09；10；11,300／1800,―,―,0,0
20260222,0016,05,小倉,日,11,ワイドＢＯＸ,02；03；05；11,100／600,―,―,0,0
20260222,0017,01,阪神,日,7,複勝,04,1000,―,―,0,0
20260222,0018,01,東京,日,7,馬連フォーメーション,05／11；14；16,500／1500,―,―,0,0
20260222,0018,02,東京,日,7,ワイド,05―11,500,―,―,0,0
20260222,0019,01,阪神,日,8,馬連フォーメーション,03／02；09；11；14,400／1600,的中03―09,1040,4160,0
20260222,0019,02,阪神,日,8,ワイド,02―03,400,―,―,0,0
20260222,0020,01,東京,日,8,馬連ながし,03／01；02；06；13,300／1200,―,―,0,0
20260222,0020,02,東京,日,8,ワイド,02―03,800,―,―,0,0
20260222,0021,01,阪神,日,9,馬連フォーメーション,02／02；05；06；09；10,300／1200,―,―,0,0
20260222,0021,02,阪神,日,9,ワイド,02―10,500,―,―,0,0
20260222,0021,03,阪神,日,9,ワイド,02―05,300,―,―,0,0
20260222,0022,01,阪神,日,10,馬連,01―07,500,―,―,0,0
20260222,0022,02,阪神,日,10,馬連,02―07,500,的中02―07,550,2750,0
20260222,0022,03,阪神,日,10,馬連,07―08,1000,―,―,0,0
20260222,0023,01,東京,日,10,馬連,03―05,500,―,―,0,0
20260222,0023,02,東京,日,10,馬連,03―08,1000,的中03―08,370,3700,0
20260222,0023,03,東京,日,10,馬連,05―08,500,―,―,0,0
20260222,0024,01,東京,日,11,単勝,14,500,―,―,0,0
20260222,0024,02,東京,日,11,馬連フォーメーション,14／01；12；13,500／1500,的中12―14,890,4450,0
20260222,0024,03,東京,日,11,ワイドフォーメーション,14／01；13；15；16,500／2000,―,―,0,0
20260222,0024,04,東京,日,11,3連複フォーメーション,14／01；13；14／01；02；03；04；05；06；09；12；13；14；15；16,100／1900,―,―,0,0
20260222,0024,05,東京,日,11,3連複軸1頭ながし,14／01；12；13；15；16,100／1000,―,―,0,0
20260222,0024,06,東京,日,11,3連単フォーメーション,12；14／12；14／01；02；03；04；05；06；09；12；13；14；15；16,100／2000,的中12→14→09,5080,5080,0
20260222,0025,01,阪神,日,12,馬連,11―14,800,―,―,0,0
20260222,0025,02,阪神,日,12,馬連,03―11,300,―,―,0,0
20260222,0025,03,阪神,日,12,馬連,05―11,300,―,―,0,0
20260222,0025,04,阪神,日,12,馬連,06―11,600,―,―,0,0
20260222,0026,01,東京,日,12,馬連,02―03,700,―,―,0,0
20260222,0026,02,東京,日,12,馬連,03―16,800,―,―,0,0
20260222,0026,03,東京,日,12,馬連,03―09,500,―,―,0,0
,,合計,,,,,,28900,,,20140,0
