日付,受付番号,通番,場名,曜日,レース,式別,馬／組番,購入金額,的中／返還,払戻単価,払戻金額,返還金額
20260112.0,14.0,01,中山,月,8.0,枠連,2―7,1000,―,―,0,0
20260112.0,15.0,01,京都,月,11.0,3連複フォーメーション,13／01；04；11；12／01；04；11；12；15；16,100／1400,―,―,0,0
,,合計,,,,,,2400,,,0,0
20260112.0,11.0,1.0,中山,月,7.0,複勝,1 ,"1,000",的中,120,"1,200",0
20260112.0,12.0,1.0,京都,月,7.0,複勝,16 ,"1,200",-,-,0,0
20260112.0,13.0,1.0,中山,月,10.0,単勝,7 ,700,-,-,0,0
20260112.0,13.0,2.0,中山,月,10.0,枠連,46116 ,100,-,-,0,0
20260112.0,13.0,3.0,中山,月,10.0,枠連,"4－(1,5,6,8)","1,200",-,-,0,0
20260112.0,14.0,1.0,中山,月,11.0,枠連,46026 ,300,-,-,0,0
20260112.0,14.0,2.0,中山,月,11.0,枠連,46085 ,300,-,-,0,0
20260112.0,14.0,3.0,中山,月,11.0,枠連,46117 ,300,-,-,0,0
20260112.0,14.0,4.0,中山,月,11.0,枠連,46120 ,200,-,-,0,0
20260112.0,15.0,1.0,京都,月,11.0,ワイド,46125 ,800,-,-,0,0
